source,identifier,posted_date,is_preprint_of,preprint_of_doi
SSRN,10.2139/ssrn.3576791,2020-04-29,NA,NA
SSRN,10.2139/ssrn.3571527,2020-04-20,NA,NA
SSRN,10.2139/ssrn.3576549,2020-04-21,NA,NA
SSRN,10.2139/ssrn.3569368,2020-04-06,NA,NA
SSRN,10.2139/ssrn.3592647,2020-06-08,NA,NA
SSRN,10.2139/ssrn.3757074,2020-12-29,NA,NA
SSRN,10.2139/ssrn.3631258,2020-08-21,NA,NA
SSRN,10.2139/ssrn.3536663,2020-02-12,NA,NA
SSRN,10.2139/ssrn.3606441,2020-07-13,NA,NA
SSRN,10.2139/ssrn.3612046,2020-07-10,NA,NA
SSRN,10.2139/ssrn.3624468,2020-06-11,NA,NA
SSRN,10.2139/ssrn.3796533,2021-03-02,NA,NA
SSRN,10.2139/ssrn.3524675,2020-01-24,NA,NA
SSRN,10.2139/ssrn.3778703,2021-02-03,NA,NA
SSRN,10.2139/ssrn.3666155,2020-08-27,NA,NA
SSRN,10.2139/ssrn.3582776,2020-05-20,NA,NA
SSRN,10.2139/ssrn.3772814,2021-02-05,NA,NA
SSRN,10.2139/ssrn.3627336,2020-08-05,NA,NA
SSRN,10.2139/ssrn.3630294,2020-06-19,NA,NA
SSRN,10.2139/ssrn.3632153,2020-06-24,NA,NA
SSRN,10.2139/ssrn.3632167,2020-06-30,NA,NA
SSRN,10.2139/ssrn.3632160,2020-06-29,NA,NA
SSRN,10.2139/ssrn.3765466,2021-01-13,NA,NA
SSRN,10.2139/ssrn.3706720,2020-10-08,NA,NA
SSRN,10.2139/ssrn.3629925,2020-06-18,NA,NA
SSRN,10.2139/ssrn.3772327,2021-01-26,NA,NA
SSRN,10.2139/ssrn.3610422,2020-05-27,NA,NA
SSRN,10.2139/ssrn.3642987,2020-07-05,NA,NA
SSRN,10.2139/ssrn.3689619,2020-10-20,NA,NA
SSRN,10.2139/ssrn.3685241,2020-09-03,NA,NA
SSRN,10.2139/ssrn.3679637,2020-08-27,NA,NA
SSRN,10.2139/ssrn.3557504,2020-03-23,NA,NA
SSRN,10.2139/ssrn.3719130,2020-10-29,NA,NA
SSRN,10.2139/ssrn.3689567,2020-09-12,NA,NA
SSRN,10.2139/ssrn.3617029,2020-06-02,NA,NA
SSRN,10.2139/ssrn.3649813,2020-07-17,NA,NA
SSRN,10.2139/ssrn.3580840,2020-04-21,NA,NA
SSRN,10.2139/ssrn.3628693,2020-06-16,NA,NA
SSRN,10.2139/ssrn.3667700,2020-08-10,NA,NA
SSRN,10.2139/ssrn.3597494,2020-05-11,NA,NA
SSRN,10.2139/ssrn.3669016,2020-08-11,NA,NA
SSRN,10.2139/ssrn.3575030,2020-04-15,NA,NA
SSRN,10.2139/ssrn.3714302,2020-10-25,NA,NA
SSRN,10.2139/ssrn.3598972,2020-05-13,NA,NA
SSRN,10.2139/ssrn.3633093,2020-06-24,NA,NA
SSRN,10.2139/ssrn.3571402,2020-04-10,NA,NA
SSRN,10.2139/ssrn.3643418,2020-07-05,NA,NA
SSRN,10.2139/ssrn.3563076,2020-03-31,NA,NA
SSRN,10.2139/ssrn.3615085,2020-06-08,NA,NA
SSRN,10.2139/ssrn.3638333,2020-07-01,NA,NA
SSRN,10.2139/ssrn.3586694,2020-06-01,NA,NA
SSRN,10.2139/ssrn.3545758,2020-02-28,NA,NA
SSRN,10.2139/ssrn.3682169,2020-08-28,NA,NA
SSRN,10.2139/ssrn.3588524,2020-04-29,NA,NA
SSRN,10.2139/ssrn.3771477,2021-01-26,NA,NA
SSRN,10.2139/ssrn.3562042,2020-03-27,NA,NA
SSRN,10.2139/ssrn.3744505,2020-12-09,NA,NA
SSRN,10.2139/ssrn.3629850,2020-12-23,NA,NA
SSRN,10.2139/ssrn.3743341,2020-12-08,NA,NA
SSRN,10.2139/ssrn.3751472,2020-12-22,NA,NA
SSRN,10.2139/ssrn.3652607,2020-07-24,NA,NA
SSRN,10.2139/ssrn.3648558,2020-08-11,NA,NA
SSRN,10.2139/ssrn.3609574,2020-05-26,NA,NA
SSRN,10.2139/ssrn.3664379,2020-08-20,NA,NA
SSRN,10.2139/ssrn.3558470,2020-03-23,NA,NA
SSRN,10.2139/ssrn.3612114,2020-07-14,NA,NA
SSRN,10.2139/ssrn.3678590,2020-10-13,NA,NA
SSRN,10.2139/ssrn.3677019,2020-08-20,NA,NA
SSRN,10.2139/ssrn.3640871,2020-07-02,NA,NA
SSRN,10.2139/ssrn.3708760,2020-10-12,NA,NA
SSRN,10.2139/ssrn.3577764,2020-04-21,NA,NA
SSRN,10.2139/ssrn.3804832,2021-03-15,NA,NA
SSRN,10.2139/ssrn.3777104,2021-02-02,NA,NA
SSRN,10.2139/ssrn.3787463,2021-02-17,NA,NA
SSRN,10.2139/ssrn.3786053,2021-02-18,NA,NA
SSRN,10.2139/ssrn.3692117,2020-09-15,NA,NA
SSRN,10.2139/ssrn.3572905,2020-04-29,NA,NA
SSRN,10.2139/ssrn.3634855,2020-09-24,NA,NA
SSRN,10.2139/ssrn.3605101,2020-06-12,NA,NA
SSRN,10.2139/ssrn.3623085,2020-06-16,NA,NA
SSRN,10.2139/ssrn.3625341,2020-06-22,NA,NA
SSRN,10.2139/ssrn.3788123,2021-02-18,NA,NA
SSRN,10.2139/ssrn.3675458,2020-10-10,NA,NA
SSRN,10.2139/ssrn.3573611,2020-04-15,NA,NA
SSRN,10.2139/ssrn.3676924,2020-08-24,NA,NA
SSRN,10.2139/ssrn.3756801,2021-01-28,NA,NA
SSRN,10.2139/ssrn.3749214,2021-01-22,NA,NA
SSRN,10.2139/ssrn.3626367,2020-06-15,NA,NA
SSRN,10.2139/ssrn.3790399,2021-02-22,NA,NA
SSRN,10.2139/ssrn.3798822,2021-03-17,NA,NA
SSRN,10.2139/ssrn.3765491,2021-01-20,NA,NA
SSRN,10.2139/ssrn.3638853,2020-07-05,NA,NA
SSRN,10.2139/ssrn.3726179,2020-11-23,NA,NA
SSRN,10.2139/ssrn.3791560,2021-02-25,NA,NA
SSRN,10.2139/ssrn.3789264,2021-02-19,NA,NA
SSRN,10.2139/ssrn.3602004,2020-05-19,NA,NA
SSRN,10.2139/ssrn.3551343,2020-03-18,NA,NA
SSRN,10.2139/ssrn.3807328,2021-03-18,NA,NA
SSRN,10.2139/ssrn.3713287,2020-10-21,NA,NA
SSRN,10.2139/ssrn.3653579,2020-07-30,NA,NA
SSRN,10.2139/ssrn.3614187,2020-06-08,NA,NA
SSRN,10.2139/ssrn.3691590,2020-09-14,NA,NA
SSRN,10.2139/ssrn.3794262,2021-04-01,NA,NA
SSRN,10.2139/ssrn.3792219,2021-03-01,NA,NA
SSRN,10.2139/ssrn.3605176,2020-07-02,NA,NA
SSRN,10.2139/ssrn.3815682,2021-04-09,NA,NA
SSRN,10.2139/ssrn.3557983,2020-03-31,NA,NA
SSRN,10.2139/ssrn.3789126,2021-03-02,NA,NA
SSRN,10.2139/ssrn.3694889,2020-09-20,NA,NA
SSRN,10.2139/ssrn.3679896,2020-10-14,NA,NA
SSRN,10.2139/ssrn.3576048,2020-04-21,NA,NA
SSRN,10.2139/ssrn.3617528,2020-06-03,NA,NA
SSRN,10.2139/ssrn.3569888,2020-04-20,NA,NA
SSRN,10.2139/ssrn.3633160,2020-08-13,NA,NA
SSRN,10.2139/ssrn.3745161,2021-01-07,NA,NA
SSRN,10.2139/ssrn.3657625,2020-07-30,NA,NA
SSRN,10.2139/ssrn.3631029,2020-06-24,NA,NA
SSRN,10.2139/ssrn.3742280,2021-01-06,NA,NA
SSRN,10.2139/ssrn.3675699,2020-10-10,NA,NA
SSRN,10.2139/ssrn.3566146,2020-04-09,NA,NA
SSRN,10.2139/ssrn.3613825,2020-06-11,NA,NA
SSRN,10.2139/ssrn.3624469,2020-06-16,NA,NA
SSRN,10.2139/ssrn.3800085,2021-03-09,NA,NA
SSRN,10.2139/ssrn.3705143,2020-10-11,NA,NA
SSRN,10.2139/ssrn.3680050,2020-08-28,NA,NA
SSRN,10.2139/ssrn.3622221,2020-06-08,NA,NA
SSRN,10.2139/ssrn.3565645,2020-04-01,NA,NA
SSRN,10.2139/ssrn.3613717,2020-06-09,NA,NA
SSRN,10.2139/ssrn.3605348,2020-07-08,NA,NA
SSRN,10.2139/ssrn.3760346,2021-01-07,NA,NA
SSRN,10.2139/ssrn.3697162,2020-10-26,NA,NA
SSRN,10.2139/ssrn.3822780,2021-04-14,NA,NA
SSRN,10.2139/ssrn.3812422,2021-03-25,NA,NA
SSRN,10.2139/ssrn.3627255,2020-08-04,NA,NA
SSRN,10.2139/ssrn.3797578,2021-03-04,NA,NA
SSRN,10.2139/ssrn.3705289,2020-10-06,NA,NA
SSRN,10.2139/ssrn.3678581,2020-10-13,NA,NA
SSRN,10.2139/ssrn.3779160,2021-02-04,NA,NA
SSRN,10.2139/ssrn.3561616,2020-03-26,NA,NA
SSRN,10.2139/ssrn.3717834,2020-10-29,NA,NA
SSRN,10.2139/ssrn.3793919,2021-03-05,NA,NA
SSRN,10.2139/ssrn.3739554,2020-12-02,NA,NA
SSRN,10.2139/ssrn.3645607,2020-07-09,NA,NA
SSRN,10.2139/ssrn.3795258,2021-03-03,NA,NA
SSRN,10.2139/ssrn.3627274,2020-08-10,NA,NA
SSRN,10.2139/ssrn.3648542,2020-08-11,NA,NA
SSRN,10.2139/ssrn.3627307,2020-08-05,NA,NA
SSRN,10.2139/ssrn.3606770,2020-05-21,NA,NA
SSRN,10.2139/ssrn.3605260,2020-06-23,NA,NA
SSRN,10.2139/ssrn.3741508,2021-01-06,NA,NA
SSRN,10.2139/ssrn.3557987,2020-03-31,NA,NA
SSRN,10.2139/ssrn.3669140,2020-09-17,NA,NA
SSRN,10.2139/ssrn.3769319,2021-01-19,NA,NA
SSRN,10.2139/ssrn.3656651,2020-07-25,NA,NA
SSRN,10.2139/ssrn.3683572,2020-09-01,NA,NA
SSRN,10.2139/ssrn.3576776,2020-04-23,NA,NA
SSRN,10.2139/ssrn.3641384,2020-07-07,NA,NA
SSRN,10.2139/ssrn.3551327,2020-03-17,NA,NA
SSRN,10.2139/ssrn.3782496,2021-02-09,NA,NA
SSRN,10.2139/ssrn.3626711,2020-06-15,NA,NA
SSRN,10.2139/ssrn.3760353,2021-01-12,NA,NA
SSRN,10.2139/ssrn.3761875,2021-01-13,NA,NA
SSRN,10.2139/ssrn.3624445,2020-06-11,NA,NA
SSRN,10.2139/ssrn.3732145,2020-12-14,NA,NA
SSRN,10.2139/ssrn.3728574,2020-12-04,NA,NA
SSRN,10.2139/ssrn.3746254,2021-01-12,NA,NA
SSRN,10.2139/ssrn.3596095,2020-05-12,NA,NA
SSRN,10.2139/ssrn.3667212,2020-09-11,NA,NA
SSRN,10.2139/ssrn.3743021,2020-12-07,NA,NA
SSRN,10.2139/ssrn.3628458,2020-06-19,NA,NA
SSRN,10.2139/ssrn.3682369,2020-08-31,NA,NA
SSRN,10.2139/ssrn.3595983,2020-05-11,NA,NA
SSRN,10.2139/ssrn.3596001,2020-05-08,NA,NA
SSRN,10.2139/ssrn.3726690,2020-11-09,NA,NA
SSRN,10.2139/ssrn.3576543,2020-04-19,NA,NA
SSRN,10.2139/ssrn.3742314,2020-12-03,NA,NA
SSRN,10.2139/ssrn.3697160,2020-10-26,NA,NA
SSRN,10.2139/ssrn.3609572,2020-07-17,NA,NA
SSRN,10.2139/ssrn.3773801,2021-01-26,NA,NA
SSRN,10.2139/ssrn.3822257,2021-04-13,NA,NA
SSRN,10.2139/ssrn.3570904,2020-04-09,NA,NA
SSRN,10.2139/ssrn.3775295,2021-02-02,NA,NA
SSRN,10.2139/ssrn.3615299,2020-06-24,NA,NA
SSRN,10.2139/ssrn.3640797,2020-07-13,NA,NA
SSRN,10.2139/ssrn.3563403,2020-03-30,NA,NA
SSRN,10.2139/ssrn.3680610,2020-10-14,NA,NA
SSRN,10.2139/ssrn.3567770,2020-04-10,NA,NA
SSRN,10.2139/ssrn.3569665,2020-04-07,NA,NA
SSRN,10.2139/ssrn.3542179,2020-02-25,NA,NA
SSRN,10.2139/ssrn.3550007,2020-03-10,NA,NA
SSRN,10.2139/ssrn.3543150,2020-02-24,NA,NA
SSRN,10.2139/ssrn.3588401,2020-05-12,NA,NA
SSRN,10.2139/ssrn.3749698,2020-12-18,NA,NA
SSRN,10.2139/ssrn.3689672,2020-11-08,NA,NA
SSRN,10.2139/ssrn.3539669,2020-02-20,NA,NA
SSRN,10.2139/ssrn.3551402,2020-03-23,NA,NA
SSRN,10.2139/ssrn.3562472,2020-04-07,NA,NA
SSRN,10.2139/ssrn.3564376,2020-04-08,NA,NA
SSRN,10.2139/ssrn.3550044,2020-03-13,NA,NA
SSRN,10.2139/ssrn.3551352,2020-03-18,NA,NA
SSRN,10.2139/ssrn.3592635,2020-06-08,NA,NA
SSRN,10.2139/ssrn.3543596,2020-02-28,NA,NA
SSRN,10.2139/ssrn.3562482,2020-04-08,NA,NA
SSRN,10.2139/ssrn.3558012,2020-04-02,NA,NA
SSRN,10.2139/ssrn.3543604,2020-02-28,NA,NA
SSRN,10.2139/ssrn.3523861,2020-01-27,NA,NA
SSRN,10.2139/ssrn.3559563,2020-04-01,NA,NA
SSRN,10.2139/ssrn.3605215,2020-06-30,NA,NA
SSRN,10.2139/ssrn.3546040,2020-03-02,NA,NA
SSRN,10.2139/ssrn.3556661,2020-03-31,NA,NA
SSRN,10.2139/ssrn.3571538,2020-04-20,NA,NA
SSRN,10.2139/ssrn.3669178,2020-09-18,NA,NA
SSRN,10.2139/ssrn.3588561,2020-06-04,NA,NA
SSRN,10.2139/ssrn.3539687,2020-02-19,NA,NA
SSRN,10.2139/ssrn.3548770,2020-03-10,NA,NA
SSRN,10.2139/ssrn.3555222,2020-03-24,NA,NA
SSRN,10.2139/ssrn.3551330,2020-03-18,NA,NA
SSRN,10.2139/ssrn.3543589,2020-02-28,NA,NA
SSRN,10.2139/ssrn.3544127,2020-02-26,NA,NA
SSRN,10.2139/ssrn.3578750,2020-05-18,NA,NA
SSRN,10.2139/ssrn.3582808,2020-06-01,NA,NA
SSRN,10.2139/ssrn.3605099,2020-06-12,NA,NA
SSRN,10.2139/ssrn.3550016,2020-03-13,NA,NA
SSRN,10.2139/ssrn.3552842,2020-03-24,NA,NA
SSRN,10.2139/ssrn.3555247,2020-03-25,NA,NA
SSRN,10.2139/ssrn.3734272,2020-12-15,NA,NA
SSRN,10.2139/ssrn.3605248,2020-06-23,NA,NA
SSRN,10.2139/ssrn.3571552,2020-04-29,NA,NA
SSRN,10.2139/ssrn.3612055,2020-07-14,NA,NA
SSRN,10.2139/ssrn.3687061,2020-09-10,NA,NA
SSRN,10.2139/ssrn.3559575,2020-04-01,NA,NA
SSRN,10.2139/ssrn.3717554,2020-10-26,NA,NA
SSRN,10.2139/ssrn.3806686,2021-03-23,NA,NA
SSRN,10.2139/ssrn.3696841,2020-10-22,NA,NA
SSRN,10.2139/ssrn.3662844,2020-08-10,NA,NA
SSRN,10.2139/ssrn.3578783,2020-05-12,NA,NA
SSRN,10.2139/ssrn.3696779,2020-10-13,NA,NA
SSRN,10.2139/ssrn.3644356,2020-07-07,NA,NA
SSRN,10.2139/ssrn.3733369,2020-11-22,NA,NA
SSRN,10.2139/ssrn.3803582,2021-03-16,NA,NA
SSRN,10.2139/ssrn.3740041,2020-12-03,NA,NA
SSRN,10.2139/ssrn.3666021,2020-08-05,NA,NA
SSRN,10.2139/ssrn.3612991,2020-06-08,NA,NA
SSRN,10.2139/ssrn.3675920,2020-08-18,NA,NA
SSRN,10.2139/ssrn.3699377,2020-09-28,NA,NA
SSRN,10.2139/ssrn.3727684,2020-11-11,NA,NA
SSRN,10.2139/ssrn.3666534,2020-08-06,NA,NA
SSRN,10.2139/ssrn.3738076,2020-12-16,NA,NA
SSRN,10.2139/ssrn.3669177,2020-10-03,NA,NA
SSRN,10.2139/ssrn.3714847,2020-10-23,NA,NA
SSRN,10.2139/ssrn.3651551,2020-07-24,NA,NA
SSRN,10.2139/ssrn.3742282,2021-01-06,NA,NA
SSRN,10.2139/ssrn.3657607,2020-08-10,NA,NA
SSRN,10.2139/ssrn.3591068,2020-05-11,NA,NA
SSRN,10.2139/ssrn.3555242,2020-03-30,NA,NA
SSRN,10.2139/ssrn.3578760,2020-05-18,NA,NA
SSRN,10.2139/ssrn.3731481,2020-11-18,NA,NA
SSRN,10.2139/ssrn.3581274,2020-04-21,NA,NA
SSRN,10.2139/ssrn.3706059,2020-10-08,NA,NA
SSRN,10.2139/ssrn.3557980,2020-03-31,NA,NA
SSRN,10.2139/ssrn.3558612,2020-03-23,NA,NA
SSRN,10.2139/ssrn.3605091,2020-06-12,NA,NA
SSRN,10.2139/ssrn.3790728,2021-02-22,NA,NA
SSRN,10.2139/ssrn.3560612,2020-03-27,NA,NA
SSRN,10.2139/ssrn.3754405,2020-12-24,NA,NA
SSRN,10.2139/ssrn.3586675,2020-06-04,NA,NA
SSRN,10.2139/ssrn.3574697,2020-04-15,NA,NA
SSRN,10.2139/ssrn.3591551,2020-05-11,NA,NA
SSRN,10.2139/ssrn.3635047,2020-07-01,NA,NA
SSRN,10.2139/ssrn.3798552,2021-03-09,NA,NA
SSRN,10.2139/ssrn.3580414,2020-04-21,NA,NA
SSRN,10.2139/ssrn.3624529,2020-06-12,NA,NA
SSRN,10.2139/ssrn.3529449,2020-02-04,NA,NA
SSRN,10.2139/ssrn.3562449,2020-04-06,NA,NA
SSRN,10.2139/ssrn.3691372,2020-09-17,NA,NA
SSRN,10.2139/ssrn.3587738,2020-04-28,NA,NA
SSRN,10.2139/ssrn.3550021,2020-03-13,NA,NA
SSRN,10.2139/ssrn.3761113,2021-01-06,NA,NA
SSRN,10.2139/ssrn.3542150,2020-02-25,NA,NA
SSRN,10.2139/ssrn.3571765,2020-04-09,NA,NA
SSRN,10.2139/ssrn.3773466,2021-01-28,NA,NA
SSRN,10.2139/ssrn.3696786,2020-10-22,NA,NA
SSRN,10.2139/ssrn.3539694,2020-02-19,NA,NA
SSRN,10.2139/ssrn.3525558,2020-01-27,NA,NA
SSRN,10.2139/ssrn.3606018,2020-05-22,NA,NA
SSRN,10.2139/ssrn.3582550,2020-05-01,NA,NA
SSRN,10.2139/ssrn.3571830,2020-04-24,NA,NA
SSRN,10.2139/ssrn.3674548,2020-08-16,NA,NA
SSRN,10.2139/ssrn.3595394,2020-08-27,NA,NA
SSRN,10.2139/ssrn.3606429,2020-07-10,NA,NA
SSRN,10.2139/ssrn.3618215,2020-06-17,NA,NA
SSRN,10.2139/ssrn.3588545,2020-06-03,NA,NA
SSRN,10.2139/ssrn.3610653,2020-06-02,NA,NA
SSRN,10.2139/ssrn.3561438,2020-03-27,NA,NA
SSRN,10.2139/ssrn.3724998,2020-11-08,NA,NA
SSRN,10.2139/ssrn.3758227,2021-01-07,NA,NA
SSRN,10.2139/ssrn.3723449,2020-11-24,NA,NA
SSRN,10.2139/ssrn.3598744,2020-06-10,NA,NA
SSRN,10.2139/ssrn.3575207,2020-04-15,NA,NA
SSRN,10.2139/ssrn.3792638,2021-03-03,NA,NA
SSRN,10.2139/ssrn.3540636,2020-02-20,NA,NA
SSRN,10.2139/ssrn.3674767,2020-08-25,NA,NA
SSRN,10.2139/ssrn.3642575,2020-07-17,NA,NA
SSRN,10.2139/ssrn.3684901,2020-09-03,NA,NA
SSRN,10.2139/ssrn.3786003,2021-02-15,NA,NA
SSRN,10.2139/ssrn.3805859,2021-03-19,NA,NA
SSRN,10.2139/ssrn.3698846,2020-10-27,NA,NA
SSRN,10.2139/ssrn.3696824,2020-10-22,NA,NA
SSRN,10.2139/ssrn.3582815,2020-06-01,NA,NA
SSRN,10.2139/ssrn.3809801,2021-04-01,NA,NA
SSRN,10.2139/ssrn.3765040,2021-01-20,NA,NA
SSRN,10.2139/ssrn.3569871,2020-04-14,NA,NA
SSRN,10.2139/ssrn.3622409,2020-07-28,NA,NA
SSRN,10.2139/ssrn.3748353,2020-12-14,NA,NA
SSRN,10.2139/ssrn.3774182,2021-02-11,NA,NA
SSRN,10.2139/ssrn.3737812,2020-11-25,NA,NA
SSRN,10.2139/ssrn.3548746,2020-03-06,NA,NA
SSRN,10.2139/ssrn.3778753,2021-02-03,NA,NA
SSRN,10.2139/ssrn.3792895,2021-02-25,NA,NA
SSRN,10.2139/ssrn.3562483,2020-04-08,NA,NA
SSRN,10.2139/ssrn.3631300,2020-08-12,NA,NA
SSRN,10.2139/ssrn.3689596,2020-10-20,NA,NA
SSRN,10.2139/ssrn.3726892,2020-11-09,NA,NA
SSRN,10.2139/ssrn.3682648,2020-08-30,NA,NA
SSRN,10.2139/ssrn.3736174,2020-12-16,NA,NA
SSRN,10.2139/ssrn.3744891,2020-12-09,NA,NA
SSRN,10.2139/ssrn.3718791,2020-10-29,NA,NA
SSRN,10.2139/ssrn.3760833,2021-01-11,NA,NA
SSRN,10.2139/ssrn.3596454,2020-05-18,NA,NA
SSRN,10.2139/ssrn.3586555,2020-05-01,NA,NA
SSRN,10.2139/ssrn.3573609,2020-04-15,NA,NA
SSRN,10.2139/ssrn.3774050,2021-02-01,NA,NA
SSRN,10.2139/ssrn.3688033,2020-09-10,NA,NA
SSRN,10.2139/ssrn.3637909,2020-07-02,NA,NA
SSRN,10.2139/ssrn.3688835,2020-09-15,NA,NA
SSRN,10.2139/ssrn.3558013,2020-04-02,NA,NA
SSRN,10.2139/ssrn.3695176,2020-10-22,NA,NA
SSRN,10.2139/ssrn.3744581,2020-12-11,NA,NA
SSRN,10.2139/ssrn.3693339,2020-09-18,NA,NA
SSRN,10.2139/ssrn.3627334,2020-08-05,NA,NA
SSRN,10.2139/ssrn.3785993,2021-02-15,NA,NA
SSRN,10.2139/ssrn.3633154,2020-08-13,NA,NA
SSRN,10.2139/ssrn.3732133,2020-12-14,NA,NA
SSRN,10.2139/ssrn.3651968,2020-07-29,NA,NA
SSRN,10.2139/ssrn.3787447,2021-02-17,NA,NA
SSRN,10.2139/ssrn.3611903,2020-07-15,NA,NA
SSRN,10.2139/ssrn.3582836,2020-05-22,NA,NA
SSRN,10.2139/ssrn.3587397,2020-06-25,NA,NA
SSRN,10.2139/ssrn.3579712,2020-04-22,NA,NA
SSRN,10.2139/ssrn.3590153,2020-05-03,NA,NA
SSRN,10.2139/ssrn.3618161,2020-06-03,NA,NA
SSRN,10.2139/ssrn.3813278,2021-03-26,NA,NA
SSRN,10.2139/ssrn.3598353,2020-05-14,NA,NA
SSRN,10.2139/ssrn.3761833,2021-01-07,NA,NA
SSRN,10.2139/ssrn.3668183,2020-08-10,NA,NA
SSRN,10.2139/ssrn.3578792,2020-05-08,NA,NA
SSRN,10.2139/ssrn.3739576,2020-11-30,NA,NA
SSRN,10.2139/ssrn.3605182,2020-07-29,NA,NA
SSRN,10.2139/ssrn.3750736,2020-12-22,NA,NA
SSRN,10.2139/ssrn.3720912,2020-11-01,NA,NA
SSRN,10.2139/ssrn.3672976,2020-08-14,NA,NA
SSRN,10.2139/ssrn.3637799,2020-07-07,NA,NA
SSRN,10.2139/ssrn.3688625,2020-09-10,NA,NA
SSRN,10.2139/ssrn.3634840,2020-09-23,NA,NA
SSRN,10.2139/ssrn.3612022,2020-07-10,NA,NA
SSRN,10.2139/ssrn.3783099,2021-02-12,NA,NA
SSRN,10.2139/ssrn.3643823,2020-07-07,NA,NA
SSRN,10.2139/ssrn.3690636,2020-09-13,NA,NA
SSRN,10.2139/ssrn.3650655,2020-07-24,NA,NA
SSRN,10.2139/ssrn.3758968,2021-01-11,NA,NA
SSRN,10.2139/ssrn.3697539,2020-09-25,NA,NA
SSRN,10.2139/ssrn.3555209,2020-03-24,NA,NA
SSRN,10.2139/ssrn.3624017,2020-06-17,NA,NA
SSRN,10.2139/ssrn.3638283,2020-10-01,NA,NA
SSRN,10.2139/ssrn.3597265,2020-05-11,NA,NA
SSRN,10.2139/ssrn.3800084,2021-03-08,NA,NA
SSRN,10.2139/ssrn.3634552,2020-06-30,NA,NA
SSRN,10.2139/ssrn.3787988,2021-02-18,NA,NA
SSRN,10.2139/ssrn.3667618,2020-09-03,NA,NA
SSRN,10.2139/ssrn.3556691,2020-03-31,NA,NA
SSRN,10.2139/ssrn.3703472,2020-10-08,NA,NA
SSRN,10.2139/ssrn.3583160,2020-05-01,NA,NA
SSRN,10.2139/ssrn.3739860,2021-01-05,NA,NA
SSRN,10.2139/ssrn.3790467,2021-02-22,NA,NA
SSRN,10.2139/ssrn.3627278,2020-08-21,NA,NA
SSRN,10.2139/ssrn.3809798,2021-03-22,NA,NA
SSRN,10.2139/ssrn.3680444,2020-08-27,NA,NA
SSRN,10.2139/ssrn.3686342,2020-09-10,NA,NA
SSRN,10.2139/ssrn.3698420,2020-10-09,NA,NA
SSRN,10.2139/ssrn.3656725,2020-07-25,NA,NA
SSRN,10.2139/ssrn.3600511,2020-05-26,NA,NA
SSRN,10.2139/ssrn.3813161,NA,NA,NA
SSRN,10.2139/ssrn.3603750,2020-05-18,NA,NA
SSRN,10.2139/ssrn.3570103,2020-04-07,NA,NA
SSRN,10.2139/ssrn.3732783,2020-12-15,NA,NA
SSRN,10.2139/ssrn.3629972,2020-06-19,NA,NA
SSRN,10.2139/ssrn.3751909,2020-12-28,NA,NA
SSRN,10.2139/ssrn.3661351,2020-11-09,NA,NA
SSRN,10.2139/ssrn.3617986,2020-06-15,NA,NA
SSRN,10.2139/ssrn.3734389,2020-11-23,NA,NA
SSRN,10.2139/ssrn.3670514,2020-08-12,NA,NA
SSRN,10.2139/ssrn.3566214,2020-04-09,NA,NA
SSRN,10.2139/ssrn.3675411,2020-10-07,NA,NA
SSRN,10.2139/ssrn.3624265,2020-07-30,NA,NA
SSRN,10.2139/ssrn.3661361,2020-08-13,NA,NA
SSRN,10.2139/ssrn.3629473,2020-08-10,NA,NA
SSRN,10.2139/ssrn.3590485,2020-06-08,NA,NA
SSRN,10.2139/ssrn.3608145,2020-07-15,NA,NA
SSRN,10.2139/ssrn.3605118,2020-06-12,NA,NA
SSRN,10.2139/ssrn.3724429,2020-11-04,NA,NA
SSRN,10.2139/ssrn.3766240,2021-02-02,NA,NA
SSRN,10.2139/ssrn.3594892,2020-05-07,NA,NA
SSRN,10.2139/ssrn.3735537,2020-11-24,NA,NA
SSRN,10.2139/ssrn.3586626,2020-04-28,NA,NA
SSRN,10.2139/ssrn.3740639,2020-12-07,NA,NA
SSRN,10.2139/ssrn.3637832,2020-06-30,NA,NA
SSRN,10.2139/ssrn.3749219,2021-01-22,NA,NA
SSRN,10.2139/ssrn.3688384,2020-09-10,NA,NA
SSRN,10.2139/ssrn.3773430,2021-01-27,NA,NA
SSRN,10.2139/ssrn.3737502,2020-12-03,NA,NA
SSRN,10.2139/ssrn.3646583,2020-07-24,NA,NA
SSRN,10.2139/ssrn.3627250,2020-08-27,NA,NA
SSRN,10.2139/ssrn.3633210,2020-09-18,NA,NA
SSRN,10.2139/ssrn.3717071,2020-10-28,NA,NA
SSRN,10.2139/ssrn.3588559,2020-06-03,NA,NA
SSRN,10.2139/ssrn.3605224,2020-06-19,NA,NA
SSRN,10.2139/ssrn.3608577,2020-06-15,NA,NA
SSRN,10.2139/ssrn.3578042,2020-04-29,NA,NA
SSRN,10.2139/ssrn.3759382,2021-01-11,NA,NA
SSRN,10.2139/ssrn.3634883,2020-09-29,NA,NA
SSRN,10.2139/ssrn.3750351,2020-12-19,NA,NA
SSRN,10.2139/ssrn.3782268,2021-02-10,NA,NA
SSRN,10.2139/ssrn.3628392,2020-06-16,NA,NA
SSRN,10.2139/ssrn.3679484,2020-08-27,NA,NA
SSRN,10.2139/ssrn.3569887,2020-04-20,NA,NA
SSRN,10.2139/ssrn.3803334,2021-04-14,NA,NA
