source,identifier,posted_date,is_preprint_of,preprint_of_doi,published_date,published_journal,published_publisher,delay_in_days
SSRN,10.2139/ssrn.3631469,2020-06-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3694407,2020-09-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3633240,2020-09-23,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3597657,2020-05-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3582906,2020-04-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3691363,2020-09-14,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3555539,2020-03-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3683656,2020-09-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3648687,2020-07-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3642884,2020-07-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3584409,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3659692,2020-07-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3569731,2020-04-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3687386,2020-09-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3702856,2020-10-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3621047,2020-06-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3625655,2020-06-22,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3673273,2020-08-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3691091,2020-09-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3591961,2020-05-11,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3703429,2020-10-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3558339,2020-04-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3599939,2020-05-15,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3667950,2020-08-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3669385,2020-08-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3673709,2020-08-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3582767,2020-06-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3586710,2020-06-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3594575,2020-06-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3699387,2020-09-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3551335,2020-03-31,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3655759,2020-07-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3592657,2020-06-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3572885,2020-04-23,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3634887,2020-09-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3611983,2020-07-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3666248,2020-08-27,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3567474,2020-04-06,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3551623,2020-03-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3689405,2020-09-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3633151,2020-08-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3559582,2020-04-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3701910,2020-10-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3618736,2020-06-04,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3641505,2020-07-08,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3679473,2020-08-27,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3683358,2020-08-31,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3680634,2020-08-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3674960,2020-08-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3637826,2020-06-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3594642,2020-06-11,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3668053,2020-08-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3582790,2020-05-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3675426,2020-10-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3625606,2020-06-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3566948,2020-04-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3575839,2020-04-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3575147,2020-04-14,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3609392,2020-05-26,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3574605,2020-04-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3633934,2020-06-29,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3577622,2020-04-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3685527,2020-09-03,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3587957,2020-04-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3562796,2020-03-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3626907,2020-06-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3578153,2020-04-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3543584,2020-03-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3624226,2020-07-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3616187,2020-07-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3692035,2020-09-14,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3659212,2020-08-03,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3659223,2020-08-04,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3663454,2020-08-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3627530,2020-06-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3628834,2020-06-19,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3617536,2020-06-03,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3591016,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3611783,2020-05-29,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3620844,2020-06-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3621516,2020-06-19,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3575844,2020-04-26,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3605339,2020-07-07,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576328,2020-04-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3575583,2020-04-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3633778,2020-07-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3634372,2020-06-26,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3681204,2020-08-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3670895,2020-08-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3541127,2020-02-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3572433,2020-04-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3646581,2020-07-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3664274,2020-08-06,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3615101,2020-05-31,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576929,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3539359,2020-02-18,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3552845,2020-03-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576351,2020-04-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3633237,2020-09-21,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3667626,2020-08-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3561236,2020-04-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3543585,2020-02-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3599774,2020-05-15,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3578764,2020-05-26,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3607757,2020-06-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3683068,2020-08-31,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3596608,2020-05-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3552628,2020-03-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3584412,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3692352,2020-09-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3673583,2020-08-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3618305,2020-07-22,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3634886,2020-09-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3570274,2020-04-07,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3666758,2020-08-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3614794,2020-05-31,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3636486,2020-06-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3569098,2020-04-06,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3698311,2020-09-25,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3671188,2020-08-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3671018,2020-08-14,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3578695,2020-04-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3586767,2020-04-29,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3603751,2020-05-18,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3628484,2020-06-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576817,2020-04-29,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576940,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3601684,2020-05-19,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3571524,2020-04-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3640324,2020-07-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3627506,2020-06-15,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3640061,2020-07-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3555268,2020-03-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3562102,2020-03-27,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3609804,2020-05-26,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3599223,2020-05-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3632039,2020-06-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3614010,2020-05-31,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3570102,2020-04-07,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3551399,2020-03-23,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3559634,2020-04-06,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3582759,2020-05-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3573637,2020-04-15,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3689198,2020-09-11,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3565636,2020-04-03,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3555523,2020-03-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3565629,2020-04-03,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3582794,2020-05-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3549276,2020-03-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3670670,2020-10-04,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3660895,2020-08-04,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3611970,2020-07-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3573349,2020-04-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3550013,2020-03-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3566140,2020-04-14,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3557984,2020-03-31,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3697917,2020-09-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3555202,2020-03-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3627260,2020-08-04,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3543148,2020-06-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3557360,2020-03-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3631255,2020-08-21,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3559554,2020-04-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3608767,2020-05-26,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3578772,2020-05-07,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3557995,2020-04-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3552829,2020-03-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3580692,2020-04-21,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3638298,2020-10-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3578762,2020-05-27,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3557990,2020-04-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3569838,2020-04-14,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3588558,2020-06-03,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3633158,2020-08-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3548758,2020-03-06,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3649557,2020-08-03,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3569248,2020-04-07,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3612815,2020-05-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3690197,2020-09-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576943,2020-05-07,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3588547,2020-06-03,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3638718,2020-07-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3666061,2020-08-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3648430,2020-07-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3642919,2020-07-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3590477,2020-06-08,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3550054,2020-03-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3605175,2020-07-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3617302,2020-06-15,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3606438,2020-07-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3555223,2020-03-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3594632,2020-06-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3556650,2020-03-31,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3566176,2020-04-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3670690,2020-10-04,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3668431,2020-08-14,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3668418,2020-08-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3688689,2020-09-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576807,2020-04-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3626627,2020-06-15,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3590286,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3589404,2020-05-07,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3676925,2020-09-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3695075,2020-09-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3592912,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3549597,2020-03-06,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3676857,2020-08-31,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3690004,2020-09-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3694159,2020-09-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3615916,2020-07-14,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3625552,2020-06-12,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3542586,2020-02-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3605888,2020-05-22,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3687210,2020-09-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3570154,2020-04-07,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3584265,2020-04-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3627285,2020-06-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3624254,2020-07-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3622356,2020-07-22,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3699798,2020-09-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3578768,2020-05-07,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3641263,2020-07-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3601861,2020-05-19,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3617720,2020-06-03,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3568267,2020-04-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3604094,2020-05-21,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3685067,2020-09-04,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3599770,2020-05-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3633469,2020-07-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3700582,2020-09-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3644417,2020-07-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3582751,2020-05-27,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3543590,2020-02-27,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3581359,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3570565,2020-04-14,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3640841,2020-07-27,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3577874,2020-04-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3641268,2020-07-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576931,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3673198,2020-10-08,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576782,2020-04-23,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3612094,2020-07-14,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3596106,2020-05-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3550050,2020-03-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3623949,2020-06-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3633180,2020-09-06,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3551415,2020-03-23,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576930,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3632510,2020-08-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3599773,2020-05-15,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576933,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3622404,2020-07-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3675707,2020-09-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3552814,2020-03-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3634846,2020-09-29,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3698122,2020-09-25,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3581015,2020-04-22,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3564504,2020-03-31,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3632711,2020-07-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3638340,2020-06-29,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3571721,2020-04-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3591193,2020-05-03,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3667591,2020-08-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3612095,2020-07-14,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3604114,2020-05-19,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3694943,2020-09-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3592067,2020-05-11,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3571775,2020-04-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3594585,2020-06-11,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3613446,2020-05-29,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576781,2020-04-23,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3575840,2020-04-19,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3592923,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3613320,2020-05-29,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3693098,2020-09-18,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3586685,2020-06-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3588533,2020-06-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3675417,2020-10-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3572890,2020-06-11,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3604783,2020-10-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3686381,2020-09-09,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3586697,2020-06-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3644880,2020-07-07,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3671418,2020-10-04,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3552834,2020-03-24,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3590479,2020-06-08,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3576901,2020-05-05,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3634820,2020-06-25,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3608302,2020-06-08,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3622362,2020-07-28,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3688454,2020-09-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3622386,2020-07-27,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3539649,2020-02-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3567068,2020-04-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3633164,2020-09-04,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3668051,2020-08-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3695249,2020-09-22,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3695661,2020-09-25,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3691569,2020-09-17,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3557985,2020-03-31,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3606761,2020-05-26,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3640844,2020-07-02,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3539654,2020-02-19,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3582814,2020-04-30,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3616007,2020-07-16,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3581356,2020-04-23,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3665228,2020-08-04,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3679909,2020-09-18,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3629472,2020-08-10,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3579678,2020-04-20,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3629283,2020-06-22,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3573896,2020-04-13,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3586663,2020-06-01,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3594111,2020-05-08,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3580363,2020-04-21,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3692425,2020-09-15,NA,NA,NA,NA,NA,NA
SSRN,10.2139/ssrn.3617695,2020-06-03,NA,NA,NA,NA,NA,NA
